Protein,AUC,Index,Model,T,Onset,Scale,MaxFlag
THBS4,0.802,81,SVM,3,_first_onset,,NA
SAV1,0.802,82,SVM,3,_first_onset,,NA
NOS1,0.8,83,SVM,3,_first_onset,,NA
OTUD4,0.798,84,SVM,3,_first_onset,,NA
TRAFD1,0.796,85,SVM,3,_first_onset,,NA
CALCOCO1,0.795,86,SVM,3,_first_onset,,NA
DMD,0.793,87,SVM,3,_first_onset,,NA
FYCO1,0.791,88,SVM,3,_first_onset,,NA
SDCCAG8,0.789,89,SVM,3,_first_onset,,NA
MYH1,0.788,90,SVM,3,_first_onset,,NA
MOCS3,0.788,91,SVM,3,_first_onset,,NA
PTGES2,0.787,92,SVM,3,_first_onset,,NA
SYNM,0.785,93,SVM,3,_first_onset,,NA
TAX1BP1,0.784,94,SVM,3,_first_onset,,NA
PPP6R2,0.782,95,SVM,3,_first_onset,,NA
CORO6,0.78,96,SVM,3,_first_onset,,NA
TRAF2,0.779,97,SVM,3,_first_onset,,NA
MYH9,0.778,98,SVM,3,_first_onset,,NA
KLHL41,0.775,99,SVM,3,_first_onset,,NA
PPFIA1,0.773,100,SVM,3,_first_onset,,NA
MAP3K5,0.771,101,SVM,3,_first_onset,,NA
EIF2AK3,0.769,102,SVM,3,_first_onset,,NA
KIFC3,0.767,103,SVM,3,_first_onset,,NA
APOA4,0.764,104,SVM,3,_first_onset,,NA
CA14,0.762,105,SVM,3,_first_onset,,NA
CMYA5,0.76,106,SVM,3,_first_onset,,NA
ITGB6,0.758,107,SVM,3,_first_onset,,NA
PACSIN3,0.757,108,SVM,3,_first_onset,,NA
RBP2,0.756,109,SVM,3,_first_onset,,NA
PRND,0.754,110,SVM,3,_first_onset,,NA
IRAG2,0.751,111,SVM,3,_first_onset,,NA
KISS1,0.75,112,SVM,3,_first_onset,,NA
MSANTD3,0.748,113,SVM,3,_first_onset,,NA
IFT172,0.747,114,SVM,3,_first_onset,,NA
ADAMTSL5,0.746,115,SVM,3,_first_onset,,NA
FABP2,0.744,116,SVM,3,_first_onset,,NA
ART3,0.741,117,SVM,3,_first_onset,,NA
CAPN3,0.739,118,SVM,3,_first_onset,,NA
RAD51AP2,0.737,119,SVM,3,_first_onset,,NA
MYBPC2,0.736,120,SVM,3,_first_onset,,NA
SPINK7,0.733,121,SVM,3,_first_onset,,NA
ANKRD2,0.731,122,SVM,3,_first_onset,,NA
IDI2,0.728,123,SVM,3,_first_onset,,NA
ITGAV,0.726,124,SVM,3,_first_onset,,NA
ENDOU,0.724,125,SVM,3,_first_onset,,NA
PPY,0.721,126,SVM,3,_first_onset,,NA
PRKN,0.718,127,SVM,3,_first_onset,,NA
PPFIBP1,0.715,128,SVM,3,_first_onset,,NA
SIKE1,0.713,129,SVM,3,_first_onset,,NA
ELAVL4,0.708,130,SVM,3,_first_onset,,NA
MELTF,0.704,131,SVM,3,_first_onset,,NA
HPCAL4,0.699,132,SVM,3,_first_onset,,NA
MYL5,0.694,133,SVM,3,_first_onset,,NA
GOLGA4,0.689,134,SVM,3,_first_onset,,NA
WWP1,0.684,135,SVM,3,_first_onset,,NA
SORBS1,0.678,136,SVM,3,_first_onset,,NA
MYBPH,0.67,137,SVM,3,_first_onset,,NA
CA3,0.69,1,SVM,5,_first_onset,,NA
IL32,0.767,2,SVM,5,_first_onset,,NA
NEFL,0.81,3,SVM,5,_first_onset,,NA
THBS4,0.84,4,SVM,5,_first_onset,,NA
PRKN,0.861,5,SVM,5,_first_onset,,NA
CALCB,0.87,6,SVM,5,_first_onset,,NA
ENDOU,0.879,7,SVM,5,_first_onset,,NA
DUSP29,0.883,8,SVM,5,_first_onset,,NA
MYOM3,0.889,9,SVM,5,_first_onset,,NA
CCK,0.895,10,SVM,5,_first_onset,,NA
MYOC,0.901,11,SVM,5,_first_onset,,NA
CALCA,0.908,12,SVM,5,_first_onset,,NA
IGFL3,0.91,13,SVM,5,_first_onset,,NA
TNNI3,0.908,14,SVM,5,_first_onset,,NA
IFT172,0.908,15,SVM,5,_first_onset,,NA
SERPINB8,0.908,16,SVM,5,_first_onset,,NA
NDE1,0.91,17,SVM,5,_first_onset,,NA
HS6ST2,0.912,18,SVM,5,_first_onset,,NA
GFAP,0.913,19,SVM,5,_first_onset,,NA
MOCS3,0.912,20,SVM,5,_first_onset,,NA
MYL3,0.912,21,SVM,5,_first_onset,,NA
TTN,0.913,22,SVM,5,_first_onset,,NA
CALCOCO1,0.917,23,SVM,5,_first_onset,,NA
TNFRSF12A,0.917,24,SVM,5,_first_onset,,NA
CD38,0.918,25,SVM,5,_first_onset,,MAX
IQGAP2,0.918,26,SVM,5,_first_onset,,MAX
PPFIA1,0.917,27,SVM,5,_first_onset,,NA
WWP1,0.917,28,SVM,5,_first_onset,,NA
MMP3,0.917,29,SVM,5,_first_onset,,NA
COMP,0.915,30,SVM,5,_first_onset,,NA
SIKE1,0.915,31,SVM,5,_first_onset,,NA
SYNM,0.914,32,SVM,5,_first_onset,,NA
MSTN,0.914,33,SVM,5,_first_onset,,NA
MYOM2,0.914,34,SVM,5,_first_onset,,NA
ACTN2,0.913,35,SVM,5,_first_onset,,NA
GOLGA4,0.915,36,SVM,5,_first_onset,,NA
KLK15,0.914,37,SVM,5,_first_onset,,NA
CA14,0.914,38,SVM,5,_first_onset,,NA
ADAM12,0.914,39,SVM,5,_first_onset,,NA
CRTAC1,0.914,40,SVM,5,_first_onset,,NA
NFAT5,0.913,41,SVM,5,_first_onset,,NA
ART3,0.913,42,SVM,5,_first_onset,,NA
ALDH3A1,0.914,43,SVM,5,_first_onset,,NA
TRAF2,0.914,44,SVM,5,_first_onset,,NA
MYBPC1,0.913,45,SVM,5,_first_onset,,NA
APOA4,0.911,46,SVM,5,_first_onset,,NA
ITGAM,0.91,47,SVM,5,_first_onset,,NA
WASF3,0.907,48,SVM,5,_first_onset,,NA
SAV1,0.906,49,SVM,5,_first_onset,,NA
MAP3K5,0.905,50,SVM,5,_first_onset,,NA
MSANTD3,0.903,51,SVM,5,_first_onset,,NA
DTNB,0.901,52,SVM,5,_first_onset,,NA
MYBPC2,0.9,53,SVM,5,_first_onset,,NA
KLHL41,0.898,54,SVM,5,_first_onset,,NA
KLK4,0.897,55,SVM,5,_first_onset,,NA
RAD51AP2,0.896,56,SVM,5,_first_onset,,NA
STX4,0.896,57,SVM,5,_first_onset,,NA
CLEC4G,0.895,58,SVM,5,_first_onset,,NA
MYH9,0.894,59,SVM,5,_first_onset,,NA
ITGB6,0.893,60,SVM,5,_first_onset,,NA
TRAK1,0.891,61,SVM,5,_first_onset,,NA
FYCO1,0.89,62,SVM,5,_first_onset,,NA
MTSS1,0.888,63,SVM,5,_first_onset,,NA
SMTN,0.886,64,SVM,5,_first_onset,,NA
COL6A3,0.884,65,SVM,5,_first_onset,,NA
FABP3,0.882,66,SVM,5,_first_onset,,NA
TRAFD1,0.881,67,SVM,5,_first_onset,,NA
DMD,0.88,68,SVM,5,_first_onset,,NA
PBXIP1,0.878,69,SVM,5,_first_onset,,NA
CSRP3,0.876,70,SVM,5,_first_onset,,NA
EZR,0.875,71,SVM,5,_first_onset,,NA
NOS1,0.873,72,SVM,5,_first_onset,,NA
EIF2AK3,0.871,73,SVM,5,_first_onset,,NA
CCN3,0.869,74,SVM,5,_first_onset,,NA
OGN,0.867,75,SVM,5,_first_onset,,NA
IRAG2,0.866,76,SVM,5,_first_onset,,NA
RBFOX3,0.865,77,SVM,5,_first_onset,,NA
TAX1BP1,0.864,78,SVM,5,_first_onset,,NA
PPP6R2,0.863,79,SVM,5,_first_onset,,NA
KIFC3,0.861,80,SVM,5,_first_onset,,NA
ITGAV,0.86,81,SVM,5,_first_onset,,NA
DCTN2,0.86,82,SVM,5,_first_onset,,NA
ITGB2,0.859,83,SVM,5,_first_onset,,NA
KRI1,0.858,84,SVM,5,_first_onset,,NA
PDZD2,0.856,85,SVM,5,_first_onset,,NA
SDCCAG8,0.854,86,SVM,5,_first_onset,,NA
MPHOSPH9,0.851,87,SVM,5,_first_onset,,NA
STRN,0.849,88,SVM,5,_first_onset,,NA
MEGF10,0.848,89,SVM,5,_first_onset,,NA
PPFIBP1,0.846,90,SVM,5,_first_onset,,NA
RGMA,0.844,91,SVM,5,_first_onset,,NA
CAP2,0.843,92,SVM,5,_first_onset,,NA
SPINK7,0.842,93,SVM,5,_first_onset,,NA
CORO6,0.84,94,SVM,5,_first_onset,,NA
EPHA1,0.838,95,SVM,5,_first_onset,,NA
MYL11,0.837,96,SVM,5,_first_onset,,NA
PTGES2,0.835,97,SVM,5,_first_onset,,NA
MYL1,0.833,98,SVM,5,_first_onset,,NA
RBP2,0.832,99,SVM,5,_first_onset,,NA
MYL5,0.83,100,SVM,5,_first_onset,,NA
CMYA5,0.828,101,SVM,5,_first_onset,,NA
TXLNB,0.825,102,SVM,5,_first_onset,,NA
CELSR2,0.822,103,SVM,5,_first_onset,,NA
FABP2,0.82,104,SVM,5,_first_onset,,NA
MELTF,0.816,105,SVM,5,_first_onset,,NA
AFAP1L1,0.813,106,SVM,5,_first_onset,,NA
TNNC1,0.809,107,SVM,5,_first_onset,,NA
IDI2,0.807,108,SVM,5,_first_onset,,NA
NGRN,0.805,109,SVM,5,_first_onset,,NA
ADAMTSL5,0.803,110,SVM,5,_first_onset,,NA
KLK8,0.801,111,SVM,5,_first_onset,,NA
JCAD,0.798,112,SVM,5,_first_onset,,NA
ANKRD2,0.795,113,SVM,5,_first_onset,,NA
OTUD4,0.793,114,SVM,5,_first_onset,,NA
NEB,0.791,115,SVM,5,_first_onset,,NA
CD276,0.789,116,SVM,5,_first_onset,,NA
PACSIN3,0.787,117,SVM,5,_first_onset,,NA
POSTN,0.785,118,SVM,5,_first_onset,,NA
HSPB6,0.783,119,SVM,5,_first_onset,,NA
USP28,0.779,120,SVM,5,_first_onset,,NA
CAPN3,0.777,121,SVM,5,_first_onset,,NA
IGFBP6,0.774,122,SVM,5,_first_onset,,NA
PPFIA4,0.771,123,SVM,5,_first_onset,,NA
UNC45A,0.768,124,SVM,5,_first_onset,,NA
EDA2R,0.764,125,SVM,5,_first_onset,,NA
FGFBP1,0.761,126,SVM,5,_first_onset,,NA
ELAVL4,0.758,127,SVM,5,_first_onset,,NA
PRND,0.755,128,SVM,5,_first_onset,,NA
PPY,0.752,129,SVM,5,_first_onset,,NA
MAP4K1,0.748,130,SVM,5,_first_onset,,NA
MYBPH,0.745,131,SVM,5,_first_onset,,NA
KISS1,0.741,132,SVM,5,_first_onset,,NA
PHOSPHO1,0.736,133,SVM,5,_first_onset,,NA
HPCAL4,0.731,134,SVM,5,_first_onset,,NA
ENPP5,0.726,135,SVM,5,_first_onset,,NA
MYH1,0.718,136,SVM,5,_first_onset,,NA
SORBS1,0.707,137,SVM,5,_first_onset,,NA
NEFL,0.782,1,RF,0.5,_first_onset,,NA
CLEC4G,0.864,2,RF,0.5,_first_onset,,NA
NOS1,0.902,3,RF,0.5,_first_onset,,NA
CD38,0.908,4,RF,0.5,_first_onset,,NA
MSTN,0.929,5,RF,0.5,_first_onset,,NA
AFAP1L1,0.933,6,RF,0.5,_first_onset,,MAX
TRAK1,0.93,7,RF,0.5,_first_onset,,NA
FYCO1,0.928,8,RF,0.5,_first_onset,,NA
KISS1,0.933,9,RF,0.5,_first_onset,,MAX
ITGB6,0.923,10,RF,0.5,_first_onset,,NA
KIFC3,0.921,11,RF,0.5,_first_onset,,NA
PPFIBP1,0.921,12,RF,0.5,_first_onset,,NA
ART3,0.918,13,RF,0.5,_first_onset,,NA
IFT172,0.913,14,RF,0.5,_first_onset,,NA
MSANTD3,0.913,15,RF,0.5,_first_onset,,NA
MYH9,0.91,16,RF,0.5,_first_onset,,NA
KLK4,0.906,17,RF,0.5,_first_onset,,NA
RGMA,0.905,18,RF,0.5,_first_onset,,NA
DCTN2,0.9,19,RF,0.5,_first_onset,,NA
KLK8,0.905,20,RF,0.5,_first_onset,,NA
GOLGA4,0.902,21,RF,0.5,_first_onset,,NA
SMTN,0.901,22,RF,0.5,_first_onset,,NA
IGFBP6,0.901,23,RF,0.5,_first_onset,,NA
DMD,0.907,24,RF,0.5,_first_onset,,NA
CAPN3,0.902,25,RF,0.5,_first_onset,,NA
PPFIA4,0.901,26,RF,0.5,_first_onset,,NA
IQGAP2,0.896,27,RF,0.5,_first_onset,,NA
PDZD2,0.897,28,RF,0.5,_first_onset,,NA
PHOSPHO1,0.899,29,RF,0.5,_first_onset,,NA
MYL1,0.893,30,RF,0.5,_first_onset,,NA
TNNC1,0.901,31,RF,0.5,_first_onset,,NA
CALCOCO1,0.9,32,RF,0.5,_first_onset,,NA
TAX1BP1,0.896,33,RF,0.5,_first_onset,,NA
EPHA1,0.895,34,RF,0.5,_first_onset,,NA
STX4,0.895,35,RF,0.5,_first_onset,,NA
IL32,0.896,36,RF,0.5,_first_onset,,NA
STRN,0.899,37,RF,0.5,_first_onset,,NA
MYL5,0.898,38,RF,0.5,_first_onset,,NA
NFAT5,0.897,39,RF,0.5,_first_onset,,NA
CD276,0.899,40,RF,0.5,_first_onset,,NA
IRAG2,0.897,41,RF,0.5,_first_onset,,NA
CA14,0.897,42,RF,0.5,_first_onset,,NA
PRKN,0.898,43,RF,0.5,_first_onset,,NA
TRAFD1,0.896,44,RF,0.5,_first_onset,,NA
SAV1,0.898,45,RF,0.5,_first_onset,,NA
HSPB6,0.894,46,RF,0.5,_first_onset,,NA
WASF3,0.898,47,RF,0.5,_first_onset,,NA
MMP3,0.894,48,RF,0.5,_first_onset,,NA
MYOM2,0.893,49,RF,0.5,_first_onset,,NA
TTN,0.895,50,RF,0.5,_first_onset,,NA
PTGES2,0.894,51,RF,0.5,_first_onset,,NA
KRI1,0.892,52,RF,0.5,_first_onset,,NA
MPHOSPH9,0.889,53,RF,0.5,_first_onset,,NA
MYH1,0.89,54,RF,0.5,_first_onset,,NA
EIF2AK3,0.89,55,RF,0.5,_first_onset,,NA
PRND,0.89,56,RF,0.5,_first_onset,,NA
CRTAC1,0.887,57,RF,0.5,_first_onset,,NA
SORBS1,0.886,58,RF,0.5,_first_onset,,NA
RBFOX3,0.889,59,RF,0.5,_first_onset,,NA
NEB,0.889,60,RF,0.5,_first_onset,,NA
THBS4,0.886,61,RF,0.5,_first_onset,,NA
MTSS1,0.888,62,RF,0.5,_first_onset,,NA
POSTN,0.884,63,RF,0.5,_first_onset,,NA
CALCB,0.883,64,RF,0.5,_first_onset,,NA
MAP3K5,0.884,65,RF,0.5,_first_onset,,NA
PPFIA1,0.883,66,RF,0.5,_first_onset,,NA
USP28,0.882,67,RF,0.5,_first_onset,,NA
CELSR2,0.882,68,RF,0.5,_first_onset,,NA
MOCS3,0.881,69,RF,0.5,_first_onset,,NA
MYBPC2,0.877,70,RF,0.5,_first_onset,,NA
PPY,0.878,71,RF,0.5,_first_onset,,NA
FABP3,0.879,72,RF,0.5,_first_onset,,NA
RBP2,0.879,73,RF,0.5,_first_onset,,NA
ENPP5,0.877,74,RF,0.5,_first_onset,,NA
EDA2R,0.877,75,RF,0.5,_first_onset,,NA
COMP,0.882,76,RF,0.5,_first_onset,,NA
MYOC,0.878,77,RF,0.5,_first_onset,,NA
SIKE1,0.883,78,RF,0.5,_first_onset,,NA
UNC45A,0.878,79,RF,0.5,_first_onset,,NA
NDE1,0.878,80,RF,0.5,_first_onset,,NA
ITGAM,0.875,81,RF,0.5,_first_onset,,NA
SYNM,0.879,82,RF,0.5,_first_onset,,NA
MYL3,0.873,83,RF,0.5,_first_onset,,NA
CSRP3,0.872,84,RF,0.5,_first_onset,,NA
TNFRSF12A,0.871,85,RF,0.5,_first_onset,,NA
KLHL41,0.868,86,RF,0.5,_first_onset,,NA
SERPINB8,0.867,87,RF,0.5,_first_onset,,NA
NGRN,0.867,88,RF,0.5,_first_onset,,NA
ELAVL4,0.867,89,RF,0.5,_first_onset,,NA
PACSIN3,0.864,90,RF,0.5,_first_onset,,NA
ITGAV,0.867,91,RF,0.5,_first_onset,,NA
ALDH3A1,0.862,92,RF,0.5,_first_onset,,NA
ACTN2,0.859,93,RF,0.5,_first_onset,,NA
MEGF10,0.864,94,RF,0.5,_first_onset,,NA
CAP2,0.866,95,RF,0.5,_first_onset,,NA
IDI2,0.86,96,RF,0.5,_first_onset,,NA
OTUD4,0.858,97,RF,0.5,_first_onset,,NA
CMYA5,0.857,98,RF,0.5,_first_onset,,NA
MYL11,0.858,99,RF,0.5,_first_onset,,NA
KLK15,0.855,100,RF,0.5,_first_onset,,NA
MYOM3,0.852,101,RF,0.5,_first_onset,,NA
WWP1,0.854,102,RF,0.5,_first_onset,,NA
PPP6R2,0.859,103,RF,0.5,_first_onset,,NA
OGN,0.853,104,RF,0.5,_first_onset,,NA
COL6A3,0.854,105,RF,0.5,_first_onset,,NA
MYBPH,0.852,106,RF,0.5,_first_onset,,NA
MELTF,0.85,107,RF,0.5,_first_onset,,NA
HS6ST2,0.851,108,RF,0.5,_first_onset,,NA
ANKRD2,0.846,109,RF,0.5,_first_onset,,NA
TXLNB,0.847,110,RF,0.5,_first_onset,,NA
JCAD,0.844,111,RF,0.5,_first_onset,,NA
PBXIP1,0.841,112,RF,0.5,_first_onset,,NA
SDCCAG8,0.843,113,RF,0.5,_first_onset,,NA
EZR,0.842,114,RF,0.5,_first_onset,,NA
FGFBP1,0.849,115,RF,0.5,_first_onset,,NA
DTNB,0.839,116,RF,0.5,_first_onset,,NA
DUSP29,0.845,117,RF,0.5,_first_onset,,NA
TNNI3,0.843,118,RF,0.5,_first_onset,,NA
APOA4,0.84,119,RF,0.5,_first_onset,,NA
ENDOU,0.839,120,RF,0.5,_first_onset,,NA
SPINK7,0.84,121,RF,0.5,_first_onset,,NA
FABP2,0.833,122,RF,0.5,_first_onset,,NA
MYBPC1,0.835,123,RF,0.5,_first_onset,,NA
CORO6,0.832,124,RF,0.5,_first_onset,,NA
GFAP,0.838,125,RF,0.5,_first_onset,,NA
RAD51AP2,0.837,126,RF,0.5,_first_onset,,NA
ADAMTSL5,0.834,127,RF,0.5,_first_onset,,NA
TRAF2,0.829,128,RF,0.5,_first_onset,,NA
IGFL3,0.832,129,RF,0.5,_first_onset,,NA
ADAM12,0.826,130,RF,0.5,_first_onset,,NA
ITGB2,0.825,131,RF,0.5,_first_onset,,NA
CCK,0.823,132,RF,0.5,_first_onset,,NA
CCN3,0.825,133,RF,0.5,_first_onset,,NA
MAP4K1,0.81,134,RF,0.5,_first_onset,,NA
HPCAL4,0.808,135,RF,0.5,_first_onset,,NA
CA3,0.808,136,RF,0.5,_first_onset,,NA
CALCA,0.805,137,RF,0.5,_first_onset,,NA
NEFL,0.733,1,RF,1,_first_onset,,NA
CA3,0.804,2,RF,1,_first_onset,,NA
CLEC4G,0.847,3,RF,1,_first_onset,,NA
DUSP29,0.876,4,RF,1,_first_onset,,NA
KLK8,0.881,5,RF,1,_first_onset,,NA
NGRN,0.898,6,RF,1,_first_onset,,NA
MYL3,0.901,7,RF,1,_first_onset,,NA
ENDOU,0.908,8,RF,1,_first_onset,,NA
STX4,0.916,9,RF,1,_first_onset,,NA
CRTAC1,0.914,10,RF,1,_first_onset,,NA
GOLGA4,0.919,11,RF,1,_first_onset,,NA
TTN,0.92,12,RF,1,_first_onset,,NA
ITGB2,0.922,13,RF,1,_first_onset,,MAX
MYBPC1,0.919,14,RF,1,_first_onset,,NA
CD38,0.92,15,RF,1,_first_onset,,NA
CELSR2,0.92,16,RF,1,_first_onset,,NA
KRI1,0.921,17,RF,1,_first_onset,,NA
ITGAM,0.921,18,RF,1,_first_onset,,NA
FABP3,0.92,19,RF,1,_first_onset,,NA
CAPN3,0.917,20,RF,1,_first_onset,,NA
CALCB,0.913,21,RF,1,_first_onset,,NA
PPP6R2,0.915,22,RF,1,_first_onset,,NA
EZR,0.913,23,RF,1,_first_onset,,NA
IGFBP6,0.912,24,RF,1,_first_onset,,NA
ALDH3A1,0.914,25,RF,1,_first_onset,,NA
ACTN2,0.91,26,RF,1,_first_onset,,NA
OGN,0.907,27,RF,1,_first_onset,,NA
PHOSPHO1,0.907,28,RF,1,_first_onset,,NA
IQGAP2,0.909,29,RF,1,_first_onset,,NA
NDE1,0.911,30,RF,1,_first_onset,,NA
PDZD2,0.908,31,RF,1,_first_onset,,NA
MAP3K5,0.909,32,RF,1,_first_onset,,NA
TNNC1,0.905,33,RF,1,_first_onset,,NA
SPINK7,0.906,34,RF,1,_first_onset,,NA
OTUD4,0.907,35,RF,1,_first_onset,,NA
RBFOX3,0.905,36,RF,1,_first_onset,,NA
KISS1,0.908,37,RF,1,_first_onset,,NA
MYOM3,0.907,38,RF,1,_first_onset,,NA
TXLNB,0.903,39,RF,1,_first_onset,,NA
MYH9,0.903,40,RF,1,_first_onset,,NA
HPCAL4,0.9,41,RF,1,_first_onset,,NA
PACSIN3,0.898,42,RF,1,_first_onset,,NA
FYCO1,0.896,43,RF,1,_first_onset,,NA
USP28,0.894,44,RF,1,_first_onset,,NA
JCAD,0.893,45,RF,1,_first_onset,,NA
TRAFD1,0.894,46,RF,1,_first_onset,,NA
MYL1,0.894,47,RF,1,_first_onset,,NA
WASF3,0.898,48,RF,1,_first_onset,,NA
SYNM,0.897,49,RF,1,_first_onset,,NA
ADAM12,0.895,50,RF,1,_first_onset,,NA
MYOC,0.896,51,RF,1,_first_onset,,NA
HSPB6,0.896,52,RF,1,_first_onset,,NA
MOCS3,0.895,53,RF,1,_first_onset,,NA
SERPINB8,0.895,54,RF,1,_first_onset,,NA
EPHA1,0.897,55,RF,1,_first_onset,,NA
MYOM2,0.893,56,RF,1,_first_onset,,NA
KLHL41,0.896,57,RF,1,_first_onset,,NA
PPFIA1,0.898,58,RF,1,_first_onset,,NA
RGMA,0.891,59,RF,1,_first_onset,,NA
PTGES2,0.891,60,RF,1,_first_onset,,NA
MYL5,0.893,61,RF,1,_first_onset,,NA
WWP1,0.89,62,RF,1,_first_onset,,NA
NFAT5,0.891,63,RF,1,_first_onset,,NA
PBXIP1,0.894,64,RF,1,_first_onset,,NA
MELTF,0.89,65,RF,1,_first_onset,,NA
CCK,0.888,66,RF,1,_first_onset,,NA
MYH1,0.886,67,RF,1,_first_onset,,NA
ELAVL4,0.886,68,RF,1,_first_onset,,NA
POSTN,0.889,69,RF,1,_first_onset,,NA
TNFRSF12A,0.887,70,RF,1,_first_onset,,NA
MYBPC2,0.884,71,RF,1,_first_onset,,NA
NEB,0.886,72,RF,1,_first_onset,,NA
GFAP,0.888,73,RF,1,_first_onset,,NA
ITGB6,0.884,74,RF,1,_first_onset,,NA
IL32,0.885,75,RF,1,_first_onset,,NA
DTNB,0.882,76,RF,1,_first_onset,,NA
UNC45A,0.885,77,RF,1,_first_onset,,NA
CAP2,0.883,78,RF,1,_first_onset,,NA
CA14,0.884,79,RF,1,_first_onset,,NA
MAP4K1,0.882,80,RF,1,_first_onset,,NA
MEGF10,0.883,81,RF,1,_first_onset,,NA
CD276,0.879,82,RF,1,_first_onset,,NA
KLK15,0.887,83,RF,1,_first_onset,,NA
THBS4,0.885,84,RF,1,_first_onset,,NA
SORBS1,0.878,85,RF,1,_first_onset,,NA
PPFIBP1,0.879,86,RF,1,_first_onset,,NA
TAX1BP1,0.877,87,RF,1,_first_onset,,NA
EIF2AK3,0.88,88,RF,1,_first_onset,,NA
SDCCAG8,0.879,89,RF,1,_first_onset,,NA
DCTN2,0.878,90,RF,1,_first_onset,,NA
DMD,0.877,91,RF,1,_first_onset,,NA
IRAG2,0.876,92,RF,1,_first_onset,,NA
NOS1,0.885,93,RF,1,_first_onset,,NA
KIFC3,0.878,94,RF,1,_first_onset,,NA
SAV1,0.878,95,RF,1,_first_onset,,NA
CCN3,0.876,96,RF,1,_first_onset,,NA
TNNI3,0.878,97,RF,1,_first_onset,,NA
COMP,0.877,98,RF,1,_first_onset,,NA
STRN,0.875,99,RF,1,_first_onset,,NA
ART3,0.876,100,RF,1,_first_onset,,NA
ANKRD2,0.878,101,RF,1,_first_onset,,NA
PPFIA4,0.874,102,RF,1,_first_onset,,NA
RAD51AP2,0.874,103,RF,1,_first_onset,,NA
MSTN,0.874,104,RF,1,_first_onset,,NA
FABP2,0.874,105,RF,1,_first_onset,,NA
MSANTD3,0.872,106,RF,1,_first_onset,,NA
AFAP1L1,0.874,107,RF,1,_first_onset,,NA
CORO6,0.869,108,RF,1,_first_onset,,NA
CALCOCO1,0.87,109,RF,1,_first_onset,,NA
PRKN,0.869,110,RF,1,_first_onset,,NA
FGFBP1,0.869,111,RF,1,_first_onset,,NA
MTSS1,0.87,112,RF,1,_first_onset,,NA
TRAK1,0.865,113,RF,1,_first_onset,,NA
SMTN,0.873,114,RF,1,_first_onset,,NA
MPHOSPH9,0.87,115,RF,1,_first_onset,,NA
RBP2,0.868,116,RF,1,_first_onset,,NA
IDI2,0.866,117,RF,1,_first_onset,,NA
IGFL3,0.867,118,RF,1,_first_onset,,NA
KLK4,0.865,119,RF,1,_first_onset,,NA
MMP3,0.866,120,RF,1,_first_onset,,NA
SIKE1,0.868,121,RF,1,_first_onset,,NA
APOA4,0.867,122,RF,1,_first_onset,,NA
ADAMTSL5,0.863,123,RF,1,_first_onset,,NA
MYL11,0.865,124,RF,1,_first_onset,,NA
HS6ST2,0.861,125,RF,1,_first_onset,,NA
PRND,0.861,126,RF,1,_first_onset,,NA
ITGAV,0.861,127,RF,1,_first_onset,,NA
TRAF2,0.858,128,RF,1,_first_onset,,NA
COL6A3,0.861,129,RF,1,_first_onset,,NA
EDA2R,0.855,130,RF,1,_first_onset,,NA
IFT172,0.859,131,RF,1,_first_onset,,NA
ENPP5,0.859,132,RF,1,_first_onset,,NA
CSRP3,0.854,133,RF,1,_first_onset,,NA
PPY,0.854,134,RF,1,_first_onset,,NA
MYBPH,0.852,135,RF,1,_first_onset,,NA
CMYA5,0.851,136,RF,1,_first_onset,,NA
CALCA,0.837,137,RF,1,_first_onset,,NA
NEFL,0.697,1,RF,2,_first_onset,,NA
CA3,0.759,2,RF,2,_first_onset,,NA
NOS1,0.792,3,RF,2,_first_onset,,NA
MYBPC1,0.798,4,RF,2,_first_onset,,NA
MYL3,0.812,5,RF,2,_first_onset,,NA
CRTAC1,0.82,6,RF,2,_first_onset,,NA
NDE1,0.84,7,RF,2,_first_onset,,NA
PBXIP1,0.849,8,RF,2,_first_onset,,NA
NGRN,0.853,9,RF,2,_first_onset,,NA
KLK15,0.854,10,RF,2,_first_onset,,NA
MYOM2,0.865,11,RF,2,_first_onset,,NA
CLEC4G,0.867,12,RF,2,_first_onset,,NA
MSTN,0.87,13,RF,2,_first_onset,,NA
KISS1,0.871,14,RF,2,_first_onset,,MAX
IGFBP6,0.865,15,RF,2,_first_onset,,NA
RBFOX3,0.867,16,RF,2,_first_onset,,NA
TRAK1,0.87,17,RF,2,_first_onset,,NA
SIKE1,0.87,18,RF,2,_first_onset,,NA
DUSP29,0.868,19,RF,2,_first_onset,,NA
COL6A3,0.864,20,RF,2,_first_onset,,NA
UNC45A,0.865,21,RF,2,_first_onset,,NA
CAP2,0.865,22,RF,2,_first_onset,,NA
TRAF2,0.866,23,RF,2,_first_onset,,NA
PDZD2,0.863,24,RF,2,_first_onset,,NA
KIFC3,0.862,25,RF,2,_first_onset,,NA
MOCS3,0.862,26,RF,2,_first_onset,,NA
HSPB6,0.86,27,RF,2,_first_onset,,NA
KRI1,0.859,28,RF,2,_first_onset,,NA
OGN,0.86,29,RF,2,_first_onset,,NA
FABP3,0.861,30,RF,2,_first_onset,,NA
MAP3K5,0.864,31,RF,2,_first_onset,,NA
ACTN2,0.865,32,RF,2,_first_onset,,NA
DMD,0.863,33,RF,2,_first_onset,,NA
IDI2,0.863,34,RF,2,_first_onset,,NA
CA14,0.864,35,RF,2,_first_onset,,NA
